Date,Message,Image Link,Likes,Comments,Shares,Link Clicks,Engagements,Reach,Organic Reach,Impressions
2023-02-02,"Tomorrow is your last opportunity to join us in advancing + supporting our global drinks community through the 2023 philanthropy and development grant program!✨

The TOTCF 2023 grant process is focused on bartender welfare & well-being. If you have a project that could improve the lives of hospitality workers, submit your proposal by end of day on 2/2 here: https://bit.ly/3gCHC1o

#totcf #TOTCFGrant2023

Cointreau | Edrington Americas | Bulleit",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/329008324_5839220359492016_7015237155000808173_n.jpg?stp=dst-jpg_p720x720&_nc_cat=109&ccb=1-7&_nc_sid=127cfc&_nc_ohc=-VxcM_uAVNUQ7kNvgHF8AMQ&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYCQwBFLurts7Iqg7YH__WLVWh0M7bMgkM-Ax0rWuVBJ7w&oe=66F67639,1,0,0,1,1,651,814,838
2023-02-03,"Discover ATLAS — The lobby bar on the ground floor of Singapore’s iconic Budis neighborhood building, Parkview Square. It features distinctive architecture which is inspired by the glamorous Art Deco skyscrapers of Europe and New York City. ✨

While its appearance may lead you in one direction, ATLAS' rambunctious 1920s spirit soon takes over and you'll find yourself at Singapore’s most lavish party. It is for this uniqueness that Atlas has won Spirited Awards for Best International Cocktail Bar, World's Best Spirits Selection, and World's Best Cocktail Menu. It is also for this reason that we selected ATLAS to celebrate the nomination period for the 2023 Spirited Awards in New York!🥂🏙

Learn more about the event and other ways TOTCF is teaming up with Singapore Tourism Board here: https://talesofthecocktail.org/get-involved/singapore-x-tales/

Entrance is limited for this event. All guests must register to attend.

#SingaporexTales #SpiritedAwards #2023SpiritedAwards #SA2023

ATLAS Singapore | Libbey | Woodford Reserve Bourbon Distillery | Cocktail Kingdom",https://scontent-fra3-1.xx.fbcdn.net/v/t15.5256-10/327814599_949581919391787_2293070466718485133_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=7965db&_nc_ohc=p8N3hN2t2IIQ7kNvgGZV_kD&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYCvRB95ov_jt8cRIIKN9fccm2ReFy1b2ezSOwGnPZCPXQ&oe=66F662BA,5,0,2,1,7,486,940,993
2023-02-03,"Princess Johnson (IG: @yopjay) at Allegory in Washington D.C. (@allegory_dc) really has im-peck-able taste in ingredients!🐦 Enjoy her recipe for the 🪶Crow from Tobago🪶 below! ⬇️

🪶 Hapusa Gin
🪶 Michter's Rye Whiskey
🪶 Trinidadian Curry
🪶 Fermented Carrots
🪶 Mango
🪶 Lime
🪶 Cacao

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/329249281_1902331483447637_2111150797439181928_n.jpg?stp=dst-jpg_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=127cfc&_nc_ohc=gS_3p1Vz3-8Q7kNvgH9CBqK&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYC4fk0c91IQ_frcWQ-ZpNBKVXghjq1aqM1G6AW3qub77Q&oe=66F683DC,15,0,0,0,19,3136,3477,3536
2023-02-04,"Tomorrow is your last day to apply to become a 2023 CAP Red Coat! 🎓

Don't miss your chance to be part of the 15th anniversary CAP class and receive world-class education from some of the best in the drinks industry at Tales of the Cocktail 2023! Applications close at the end of day, find it here: https://bit.ly/3G1c51I

#CAPRedCoat2023  #CAP2023 #TalesoftheCocktail2023 #totc2023 #totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t15.5256-10/329209186_541338304641656_6679293018069817479_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=7965db&_nc_ohc=bPARZfhHOUMQ7kNvgFzmDaD&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYANsS-JmqjiG5KlSwKMy-4eBu_-tMb8GR01irijvhMsNg&oe=66F65AFB,6,0,0,6,6,731,1294,1376
2023-02-05,"We 'Loki' love a Norse Mythology reference!😉 Enjoy the 🏛Valhalla Garden Gimlet🏛 from Jean Vital (IG: @cocktailcircus_)! ⬇️

🏛 45 ml Aquavit
🏛 20 ml Lime juice
🏛 20 ml Elderflower Cordial
🏛 3 Drops of Chili Bitters or a muddled slice of thick Red Chili.

🏛 Shake and Double Strain over ice cubes in a Tajin spice rimmed rock glass.

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/328868360_714725963583652_5601184489866208042_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=LsTLnwYMsxwQ7kNvgFZJUqa&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYCkWAnJ9YnNfMnIP2kZZPKCa89JURMNMH4Gq9EXt8hgFQ&oe=66F653DD,3,0,0,0,3,2022,2297,2297
2023-02-07,"The exchanging of business ideas, tactics, innovations, and products has always been a Tales of the Cocktail opportunity!🗣 

Year after year, TOTC Business Seminars cover topics ranging from:

🔮 The digital future of bar education,
🔊 To the future landscape of design and sound within hospitality,
💸 And even the importance of redefining compensation, recruitment, and retention for the industry as a whole!
 
What started as an annual walking tour of New Orleans bars has now become the global idea exchange for the drinks industry. Learn more about TOTC Business Seminars, and what attendees might expect from them at #totc2023 here: http://bit.ly/3LFYYVv

#TalesoftheCocktail2023 #totc #totcf",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/329166866_504343314969380_79004337998899784_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=109&ccb=1-7&_nc_sid=127cfc&_nc_ohc=OJA7pVUOYawQ7kNvgHk3ZGV&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYAS3vTXP-nZkltTN4jF4RXi8yXSp-Zy-xiw8X4aUr0nBA&oe=66F67858,10,0,0,10,10,3045,3412,4028
2023-02-09,"Don't get us 'tarted' on this tangerine dream — Enjoy the 🍊Satsuma Smash🍋 from Alexandria Bowler (IG: @tincture_bell) at Emeril's! ⬇️

🍊 1.5 oz Bourbon
🍋 .75 oz Cocktail and Sons Mint and Lemon Verbena Syrup
🍊 .75 oz Acid-adjusted Satsuma Juice

📸: Katherine Kimball (@katkimballphoto)

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/329639716_5733980833379815_1849396498335734354_n.jpg?stp=dst-jpg_s720x720&_nc_cat=103&ccb=1-7&_nc_sid=127cfc&_nc_ohc=TxEHFAAn8ZcQ7kNvgGrNM8O&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYA0Dbf-E2CXY7Ilevg4tXywCdWbRMZRN0OyzQX0m5c5wA&oe=66F667AB,10,0,1,0,10,1910,2796,2797
2023-02-10,"Join us in recognizing #BlackHistoryMonth, celebrating DC's 2017 Cocktail Queen, Kapri Robinson (IG: @kapri.possible), and trying her ✨We Don't Need Roads✨ cocktail!
As a bartender, educator, event organizer, and president & founder of Chocolate City's Best (CCB), Kapri has been acknowledged on multiple media platforms. In her new editorial, ""Back To The Future: Analyzing our growth in the past to be better for the future,"" she explores a history of the drinks industry's record in recognizing diversity, the present need to create safe workspaces for people of color, and the work ahead for the industry to truly contribute to the community.
Read the full editorial here: http://bit.ly/3JZUpaC
#BHM #totcf #totc2023heritagemonthseries",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/329683945_1180373075998225_2851866847771230536_n.jpg?stp=dst-jpg_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=127cfc&_nc_ohc=0PVvjb3hDlcQ7kNvgHFIHFC&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYA_E2d2rLXeWb1LvZQkUj9bG_WPkzYxIJIla5_-afe2_g&oe=66F65CB6,1,0,0,0,3,1406,1661,1748
2023-02-11,"It should be ill-eagle for a drink to look this cute!🥺 Check out the 🐣Baby Bird🐣 from Kyle Plecas at Supergeil in Detroit, MI! ⬇️

🐥 Two James Spirits Brown Butter-Washed Rum
🐥 Bitter Orange Liqueur
🐥 Falernum
🐥 Cider Reduction

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/329910309_511312344418941_6027426269711206267_n.jpg?stp=dst-jpg_p720x720&_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=g28Tj_wrquQQ7kNvgEZXYH6&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYAzidtnB0nChit3bKDFed14KnGZWSaBoBFD1KkqkusnNA&oe=66F65C22,11,4,5,1,15,4827,6718,6985
2023-02-12,"What started as an initiative with Focus on Health and Lush Life Productions to bring voices of all service-related communities together for COVID-19 relief efforts evolved into so much more!✨

In 2021 and 2022, our Full Hands In/Full Hands Out series highlighted heritage stories and professional development mentoring from leaders in the industry, with topics including how to negotiate like a pro and bringing more humanity back into hospitality.

Find all previous episodes here: http://bit.ly/3yFjguC

#TOTCF #FHIFHO2022 #FOH",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/329928874_704776637851893_3724461466949117975_n.jpg?stp=dst-jpg_p720x720&_nc_cat=109&ccb=1-7&_nc_sid=127cfc&_nc_ohc=oG11F3ujf9MQ7kNvgHFN2qB&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYC0Gr9zkgHSytVUHAGvhBu_KjwdGsSp2zN4nCShL2_E5g&oe=66F66307,2,0,0,0,2,750,993,1080
2023-02-14,"This combination of flavors just makes 'scents'. 🙌 Check out this recipe for the 🕯Vesuvian Candle🕯 from Yolan at The Joseph, a Luxury Collection Hotel, Nashville! ⬇️

🕯 Smith & Cross Rum
🕯 Pedro Ximénez Sherry
🕯 Amaro Nardini
🕯 Rivers Royale Grenadian Rum

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/330909112_3618443211773223_8905952234862216482_n.jpg?stp=dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=fHvx1uoX-lcQ7kNvgFT_gme&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYA5vmHB2NYt5CPx8GzRK-u8K0Dkz5JJDSD4jdxYC4Datw&oe=66F66FAE,9,0,1,2,9,2689,3045,3158
2023-02-15,"You only have 1️⃣ week left to submit your nominations for the 17th Annual Spirited Awards. That means it's time for a Spirited Awards 1️⃣0️⃣1️⃣! Here are quick facts regarding the nomination process for 2023:

➡️ Categories open for public nomination are NOT based on the volume of nominations submitted - You can recognize a bar professional, establishment, ingredient and/or media.
➡️ It only takes ONE nomination to be considered for a 2023 Spirited Award® - Self-nominations are both accepted and encouraged.
➡️ Anyone can nominate for a Spirited Award, even yourself!

Submit your nomination here: http://bit.ly/3Fgfkli

Special thanks to Forbes, the Official Media Partner of the 2023 Spirited Awards.

#2023SpiritedAwards #SA2023 #SpiritedAwards #totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/331021925_5677224679070092_2392449307203425311_n.jpg?stp=dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=XR3Dr0-efyYQ7kNvgGOSAvd&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYAAgaQ395_Lb0T7_4_qUaajlNL_7OEfz_NtGWBYovM2gA&oe=66F67F5E,1,0,1,4,1,953,1236,1301
2023-02-16,"The ✨Brisingamen✨ is just as brilliant as the golden necklace it's named after! Enjoy this North Sea Tiki popup (IG: @nine_worlds_popup) recipe from Shawn Newman (@socksorneat), Robert Mercier (@bobbybevnaps) and Pete Hannah (@bringinthepete)! ⬇️

⚡️ Strawberry Lemongrass Vodka
⚡️ Swedish Punsch
⚡️ Cloudberry
⚡️ Crab Apple Verjus.

⚡️ Garnish with Strawberry Leather

📸: James Hand (@jimijam)

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/331324628_1571243490022182_6667876842339969986_n.jpg?stp=dst-jpg_s720x720&_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=9wBnsq4V2swQ7kNvgEeEThP&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYAB5-pfNuQ-Gc4VePwOWkQhW6xgx1tS6jUVyX2MNcB4Eg&oe=66F66C3D,4,1,1,0,6,2099,2815,2969
2023-02-17,"We're continuing to celebrate #BlackHistoryMonth through 2️⃣ informative & enlightening Full Hands In/Full Hands Out episodes from 2020 — Both centered on the Black experience in the drinks industry:

🔘 ""Cheers to Black-Owned Spirits"" — Do It For The Cocktail Culture‘s (IG: @forthecocktailculture) LaShana Daniels and Will Drink For Travel‘s (@willdrinkfortravel) Ashlee Tuck met with Black producers to discuss the processes, barriers, and innovations behind black-owned brands.
🔘 ""Black. Queer. And Still Here."" — TOTCF Grants Advisory Committee Member Chris Cabrera (@chrscab) hosts a panel discussion with six prominent LGBTQ+ Black bartenders to discuss the obstacles they have faced when finding their place in an industry that doesn't seem diverse at first glance.

Find both episodes here: http://bit.ly/3yFjguC

#BHM #TOTCF #FHIFHO2022 #FOH",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/331557807_961118675267615_8901899191859692658_n.jpg?stp=dst-jpg_p720x720&_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=rz4l2Hj9fHcQ7kNvgHYUufU&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYCpwapGtYcozipN8FlkiHqrZmS32uJbNNFGiOnU54xZFw&oe=66F676D4,1,0,0,0,2,428,592,634
2023-02-18,"Cabernet? More like caber-yay — It's #DrinkWineDay!🎉 Check out this recipe for the 🍷Nectar of the Goddess🍷 from Ebby Kurian (IG: @ebbydranks) at The Plaid Rabbit at Culture ETX! ⬇️

🍷 2 oz Reposado Tequila (IG: @bluenectartequila)
🍷 1 oz Lime Juice
🍷 0.75 oz Agave Syrup
🍷 Egg White
🍷 1.5 oz Cabernet Sauvignon (IG: @coppolawine)

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/331528684_896943268215787_273604778309660800_n.jpg?stp=dst-jpg_p720x720&_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=uzKZNWw6WTIQ7kNvgHXMIvq&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYANWaYYkVLK86wUo5tHtnzxQWiUrSvtgSMcWiKFSWnmfQ&oe=66F66C4B,22,1,1,1,25,4105,4505,4651
2023-02-20,"Congratulations to the 2023 Most Imaginative Bartender, Peter Hannah (IG:@bringinthepete)! Peter Hannah of Orlando, FL has been named the winner of TOTCF & Bombay Sapphire’s competition centered around bartenders' creative passions and how they’re inspired behind and beyond the bar.  

Pete will receive a $20,000 creative grant towards his Canvas Project concept Late Nite LTD, a consultancy to design hospitality residencies that showcase underrepresented heritages of local communities to create educational and immersive experiences. Check out @nine_worlds_popup on Instagram to see the first iteration! Congrats Pete!

#MIB2023 #bombaysapphire",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/332394475_1132254220780257_8946919507802570127_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=Wywkx_gF9oYQ7kNvgGmLabW&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYCopaO8FYTUvRRlk-4bEkugAoBcDSif89RhXmdluyhdkA&oe=66F67D2D,87,7,1,0,121,8129,10093,10496
2023-02-20,"Haven't had a chance to nominate your favorite bartender, journalist or brand ambassador for a 2023 Spirited Award? Don't worry — You have 4️⃣8️⃣ hours left!🏆⏰

The 17th annual Spirited Awards® have an open-call nomination period for the “Establishments,” “People,” and “Writing & Media” categories. It only takes ONE nomination to be considered for a 2023 Spirited Award® and self-nominations are both accepted and encouraged!

The nomination period ends on February 22nd. Learn more about the Spirited Awards and submit your nomination here: http://bit.ly/3Fgfkli

Special thanks to Forbes, the Official Media Partner of the 2023 Spirited Awards.

#2023SpiritedAwards #SA2023 #SpiritedAwards #totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/332325063_714706856818862_2396931039462436700_n.jpg?stp=dst-jpg_p720x720&_nc_cat=109&ccb=1-7&_nc_sid=127cfc&_nc_ohc=mSF9Qdim_j0Q7kNvgHxF5uD&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYCS6y3YSz-KWTccJairn2VK7Eh3NCEIn8Rl814WE9w3vQ&oe=66F6700D,2,0,5,6,3,1282,2077,2126
2023-02-21,"Happy #MardiGras!🎉 While it's just Tuesday to many others, today we're celebrating our kinship with the city of New Orleans– the home of Tales of the Cocktail– with a recipe to help you create the 🎊Perfect Mardi Gras!🎊 ⬇️ 

✨ Indulge in the revelry, community, and culture. 
✨ Be authentically you. 
✨ Be unapologetically you.
✨ And finally, vitalize — Celebrate the vibrancy, adaptability, and unmatched kinetic energy that you and those around you hold. 

This is our recipe for a perfectly shared Mardi Gras experience. We can't wait to celebrate with everyone again in July!

#totcf",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/332757624_1830057630684271_8791996938638338605_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=100&ccb=1-7&_nc_sid=127cfc&_nc_ohc=PAVWy2XNF08Q7kNvgGBiJzI&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYBMlgOKleZQqREVa4GuYJNENnVVsFRMNIJgnjY9vCyZOw&oe=66F651C6,11,0,0,0,16,3391,3783,3847
2023-02-22,"Marg' our words, this cocktail is a keeper!🤩 Celebrate #MargaritaDay with the 🍹Sea Salt Margarita🍹 from Walid Merhi (IG: @willis_766) at Megumi Almaza (@megumialmaza)! ⬇️

🍹 Tequila
🍹 Orange Curaçao
🍹 Native Lime (Banzahir)
🍹 Salted Beer Air

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra3-2.xx.fbcdn.net/v/t39.30808-6/332796621_3425461207723669_6922095334057737414_n.jpg?stp=dst-jpg_s720x720&_nc_cat=111&ccb=1-7&_nc_sid=127cfc&_nc_ohc=8E3Q0IknmyUQ7kNvgEtgQGl&_nc_ht=scontent-fra3-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYAHQIO73IxjcZhZ8Z9wqo4C9JVaVJaZu-AosMbYyDcyaA&oe=66F66983,3,1,0,0,3,1857,2138,2165
2023-02-22,"The nomination period for the 17th Annual Spirited Awards has closed!🏆

Thank you for your submissions, and keep your eyes open for our announcement of the 2023 Spirited Awards' Top 10 Honorees on April 24, 2023!🔮

Special thanks to Forbes, the Official Media Partner of the 2023 Spirited Awards.

#2023SpiritedAwards #SA2023 #SpiritedAwards #totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/332911006_721908116002698_3581503219974408714_n.jpg?stp=dst-jpg_p720x720&_nc_cat=100&ccb=1-7&_nc_sid=127cfc&_nc_ohc=c7MTdN76fQ4Q7kNvgGoyI0i&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYCnAekQ7KqHRlPXfnXWQFPQC4wyW02u5jHjHXilG2Ls5w&oe=66F6584B,8,0,0,0,8,1253,1507,1527
2023-02-23,"You won't need Google Maps to find the world's largest drinks industry conference, just the elevator! Book your Tales of the Cocktail 2023 stay at The Ritz-Carlton, New Orleans today!📍✨

Event attendees are invited to secure their luxury hotel suites early, as the last day to book is Monday, June 26, 2023 (pending availability).  Book your stay floors above the July 23 - 28 conference action here: https://bit.ly/3LFYYVv

#totc2023 #totc #TalesoftheCocktail2023 #totcf #ritzcarltonneworleans",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/333033870_651480350115995_7975661218640253924_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=w4lJbjtZk5gQ7kNvgHxFkVV&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYAYZbcX0F6gZGUUpjFZFUSUCkUaFHmvvJwvB3ut0005gg&oe=66F68603,8,1,0,3,9,1857,2099,2156
2023-02-24,"Happy #WorldBartenderDay to our global family! Today we celebrate your innovation, your enthusiasm, and our shared love for drinks. We're doing so with Daniel Hammer (IG: @daniel__hammer) at Hanse Lounge (@hanse_lounge) and the 🥜Peanut Butter & Banana🍌 cocktail! ⬇️

🍌 Plantation Xaymaca Rum
🥜 Peanut Butter
🍌 Banana Oleo Saccharum
🥜 Salt Saline 10%

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf #BartenderDay",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/333261156_753635436009583_4310999797607657713_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=127cfc&_nc_ohc=MQMCCUgRfd8Q7kNvgH-itEy&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYA0RpybrydSx_bylYDLFwo-uh_pt60ZJTne5zGoItZSxQ&oe=66F66D8D,6,0,0,0,6,1309,1550,1560
2023-02-25,"In Tales of the Cocktail Culture Seminars, attendees can uncover the past, celebrate the present and envision the future of the drinks industry.🍹✨

From an exploration of the earliest distillation books to frozen drinks and blended whiskey workshops, TOTC Culture Seminars have educated conference-goers on the shifting & evolving atmosphere of our industry for countless years!
 
What started as an annual walking tour of New Orleans bars has now become the global idea exchange for the drinks industry. Learn more about TOTC Culture Seminars, and what attendees might expect from them at #totc2023 here: http://bit.ly/3LFYYVv

#TalesoftheCocktail2023 #totc #totcf",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/333176640_149226111314507_9083874673679178358_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=QFzH04Aj7AIQ7kNvgFFYOdo&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYDLnbt_1QAmzaV-H57jKd65BPUT9FGrZck3f3sB-7CXvg&oe=66F66040,11,0,1,10,15,4980,5664,6377
2023-02-26,"Wondering whether or not you should celebrate #KahluaDay? Just brew it!☕️ Enjoy the iconic coffee liqueur with this Espresso Martini from Duemani in Aspen, CO (IG: @duemani.aspen)! ⬇️

☕️ Stoli Vanilla Vodka
☕️ Baileys
☕️ Kahlua
☕️ Lavazza Espresso

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/333426883_1193698741511704_8738342911351690898_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=127cfc&_nc_ohc=ZNb_otOAr9UQ7kNvgGTEFqj&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYBceqj0C4buiomuc7VLgcgXxfubUcZA-2YhKA786TynYA&oe=66F67036,3,0,0,0,3,1584,1845,1911
2023-03-03,"Dame Hall of Fame is now the Tales of the Cocktail Catalyst Luncheon!✨

Founded in 2012, Dame Hall of Fame created an opportunity for women in the industry to come together and celebrate accomplishments not commonly recognized by other bar awards. While this intention has not changed, it has been broadened to divest from the gender binary so as to be inclusive of all genders, including people who are non-binary and trans. 

The reframe has been several years in the making and is based on feedback from the collective of past inductees who hope to make this a supportive space for all current and future members. By introducing the Catalyst Luncheon, the group has not only positioned itself as a collective of diverse changemakers but also as a catalyst for the industry to continue inspiring their peers!

Learn more about the Tales of the Cocktail Catalyst Luncheon, previous Tales Catalysts, and more here: http://bit.ly/3ty2F8y",https://scontent-fra3-2.xx.fbcdn.net/v/t39.30808-6/330364806_512896721005693_7637282239176156618_n.jpg?stp=dst-jpg_p720x720&_nc_cat=111&ccb=1-7&_nc_sid=127cfc&_nc_ohc=4OffO-AL9roQ7kNvgFXhAcY&_nc_ht=scontent-fra3-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYATA4BuaKhAgRs33bbKmCpxm81V4ufljuz2Xg6G9ZPEjg&oe=66F67C71,2,0,0,1,2,657,876,1076
